date,geography,geography_code,metric,stratum,metric_value,theme,sub_theme,topic,geography_type,metric_group,sex,age,year,month,epiweek,in_reporting_delay_period
2020-06-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,13.16,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,6,22,FALSE
2020-07-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.04,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,7,27,FALSE
2020-08-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,12.4,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,8,31,FALSE
2020-09-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,12.98,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,9,35,FALSE
2020-10-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,11.03,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,10,40,FALSE
2020-11-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,11.36,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,11,44,FALSE
2020-12-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,8.26,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,12,48,FALSE
2021-01-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,9,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,1,1,FALSE
2021-02-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,8.89,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,2,5,FALSE
2021-03-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,11,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,3,9,FALSE
2021-04-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,12.2,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,4,13,FALSE
2021-05-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,13.01,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,5,18,FALSE
2021-06-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.45,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,6,22,FALSE
2021-07-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.67,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,7,26,FALSE
2021-08-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.89,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,8,31,FALSE
2021-09-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,11.54,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,9,35,FALSE
2021-10-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,10,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,10,40,FALSE
2021-11-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.96,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,11,44,FALSE
2021-12-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,18.68,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,12,48,FALSE
2022-01-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,21.98,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,1,1,FALSE
2022-02-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,12.24,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,2,5,FALSE
2022-03-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,11.65,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,3,9,FALSE
2022-04-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,8.82,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,4,13,FALSE
2022-05-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,11.65,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,5,18,FALSE
2022-06-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,13,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,6,22,FALSE
2022-07-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,12.15,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,7,26,FALSE
2022-08-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,12.4,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,8,31,FALSE
2022-09-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,9.52,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,9,35,FALSE
2022-10-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,11.2,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,10,40,FALSE
2022-11-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,6.9,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,11,44,FALSE
2022-12-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,10.74,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,12,48,FALSE
2023-01-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,6.72,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,1,1,FALSE
2023-02-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,8.33,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,2,5,FALSE
2023-03-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,4.21,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,3,9,FALSE
2023-04-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,6.38,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,4,13,FALSE
2023-05-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,10.1,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,5,18,FALSE
2023-06-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,11.93,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,6,22,FALSE
2023-07-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.13,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,7,26,FALSE
2023-08-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,13.57,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,8,31,FALSE
2023-09-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,12.69,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,9,35,FALSE
2023-10-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,10.57,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,10,40,FALSE
2023-11-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,13.39,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,11,44,FALSE
2023-12-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.35,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,12,48,FALSE
2024-01-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.96,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,1,1,FALSE
2024-02-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,12.38,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,2,5,FALSE
2024-03-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,6.73,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,3,9,FALSE
2024-04-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,10.71,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,4,14,FALSE
2024-05-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,14.16,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,5,18,FALSE
2024-06-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.7,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,6,22,FALSE
2024-07-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.74,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,7,27,FALSE
2024-08-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.94,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,8,31,FALSE
2024-09-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.94,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,9,35,FALSE
2024-10-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.79,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,10,40,FALSE
2024-11-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.8,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,11,44,FALSE
2024-12-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.95,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,12,48,FALSE
2025-01-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.04,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,1,1,FALSE
2025-02-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.35,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,2,5,FALSE
2025-03-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,11.65,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,3,9,FALSE
2025-04-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.83,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,4,13,FALSE
2025-05-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.26,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,5,18,FALSE
2025-06-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.23,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,6,22,FALSE
2025-07-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.52,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,7,26,FALSE
2025-08-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,14.86,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,8,31,FALSE
2025-09-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,12.99,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,9,35,FALSE
2025-10-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,11.59,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,10,40,FALSE
2025-11-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,13.14,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,11,44,FALSE
2025-12-01,NHS Northamptonshire Integrated Care Board,QPM,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.13,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,12,48,FALSE
2020-04-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,25.58,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,4,14,FALSE
2020-05-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,21.89,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,5,18,FALSE
2020-06-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,18.42,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,6,22,FALSE
2020-07-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,13.82,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,7,27,FALSE
2020-08-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,8,31,FALSE
2020-09-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.71,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,9,35,FALSE
2020-10-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.78,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,10,40,FALSE
2020-11-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.78,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,11,44,FALSE
2020-12-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.89,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,12,48,FALSE
2021-01-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,21.21,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,1,1,FALSE
2021-02-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,18.23,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,2,5,FALSE
2021-03-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,22.55,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,3,9,FALSE
2021-04-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.18,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,4,13,FALSE
2021-05-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,21.08,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,5,18,FALSE
2021-06-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,18.14,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,6,22,FALSE
2021-07-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.89,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,7,26,FALSE
2021-08-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.85,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,8,31,FALSE
2021-09-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.13,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,9,35,FALSE
2021-10-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.46,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,10,40,FALSE
2021-11-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,18.63,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,11,44,FALSE
2021-12-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,18.78,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,12,48,FALSE
2022-01-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,21.47,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,1,1,FALSE
2022-02-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.11,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,2,5,FALSE
2022-03-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,21.02,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,3,9,FALSE
2022-04-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.02,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,4,13,FALSE
2022-05-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.09,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,5,18,FALSE
2022-06-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.58,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,6,22,FALSE
2022-07-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.31,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,7,26,FALSE
2022-08-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.5,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,8,31,FALSE
2022-09-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.05,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,9,35,FALSE
2022-10-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.75,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,10,40,FALSE
2022-11-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.69,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,11,44,FALSE
2022-12-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.92,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,12,48,FALSE
2023-01-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.82,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,1,1,FALSE
2023-02-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.13,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,2,5,FALSE
2023-03-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,14.84,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,3,9,FALSE
2023-04-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.43,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,4,13,FALSE
2023-05-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,18.13,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,5,18,FALSE
2023-06-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.79,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,6,22,FALSE
2023-07-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.89,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,7,26,FALSE
2023-08-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.17,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,8,31,FALSE
2023-09-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.37,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,9,35,FALSE
2023-10-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,18.93,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,10,40,FALSE
